plastid;plastname;wellid;wellname
2135;ЕТ79;455278;56828Р
2135;ЕТ79;455255;90441Б
2135;ЕТ79;455204;50138
2135;ЕТ79;455203;88479Б
2135;ЕТ79;455202;53054
2135;ЕТ79;455178;50068В
2135;ЕТ79;455099;67343
2135;ЕТ79;455098;15905Р
2135;ЕТ79;455073;66108К
2185;ЕТX;455216;37945В
2185;ЕТX;455215;12005
2185;ЕТX;455112;44021Р
2185;ЕТX;455110;54024
2135;ЕТ79;455267;59807Р
2135;ЕТ79;455266;18171Б
2135;ЕТ79;455265;16885В
2135;ЕТ79;455262;99937В
2135;ЕТ79;455217;20040
2135;ЕТ79;455214;75369К
2135;ЕТ79;455111;47355
2135;ЕТ79;455110;54024
2135;ЕТ79;455072;44224
2185;ЕТX;510005;73939
2185;ЕТX;455209;37164К
2185;ЕТX;455117;13194Б
2185;ЕТX;455100;74070Б
2185;ЕТX;455069;53434В
2185;ЕТX;454998;4181
2185;ЕТX;454940;86110
2185;ЕТX;454939;83965
2185;ЕТX;454938;55892Р
2185;ЕТX;454880;53453Р
2185;ЕТX;454879;29725
2185;ЕТX;454878;33181
2185;ЕТX;454874;84803
2185;ЕТX;454797;81661
2185;ЕТX;454796;35881
2135;ЕТ79;455211;35599
2135;ЕТ79;455210;16348
2135;ЕТ79;455209;37164К
2135;ЕТ79;455177;36652
2135;ЕТ79;455119;6695
2135;ЕТ79;455118;53246Р
2135;ЕТ79;455071;19699
2135;ЕТ79;455070;33001
2135;ЕТ79;455069;53434В
2135;ЕТ79;455065;23112Б
2135;ЕТ79;455000;85186В
2135;ЕТ79;454999;31016Р
2135;ЕТ79;454997;95497
2135;ЕТ79;454938;55892Р
2135;ЕТ79;454937;56974
2135;ЕТ79;454880;53453Р
2135;ЕТ79;454878;33181
2135;ЕТ79;454874;84803
2185;ЕТX;455108;60988
2185;ЕТX;455107;29161В
2185;ЕТX;455097;64680
2135;ЕТ79;455109;19591
2185;ЕТX;455038;29175
2185;ЕТX;455032;21230
2185;ЕТX;455031;14927
2185;ЕТX;454995;18383
2185;ЕТX;454977;98306
2185;ЕТX;454976;49844Р
2185;ЕТX;454918;96929
2185;ЕТX;454917;13445
2185;ЕТX;454875;13599Б
2185;ЕТX;454871;15322
2185;ЕТX;454870;50536В
2185;ЕТX;454869;33300Б
2185;ЕТX;454856;87264Б
2185;ЕТX;454855;6673
2185;ЕТX;454756;65160Б
2185;ЕТX;454734;13515
2185;ЕТX;454733;26487Б
2185;ЕТX;454732;65778
2135;ЕТ79;455031;14927
2135;ЕТ79;454995;18383
2135;ЕТ79;454976;49844Р
2135;ЕТ79;454875;13599Б
2135;ЕТ79;454856;87264Б
2185;ЕТX;454980;6667
2185;ЕТX;454979;98264Р
2185;ЕТX;454960;82656Б
2185;ЕТX;454920;20483
2185;ЕТX;454900;20289К
2185;ЕТX;454899;64634
2135;ЕТ79;454996;70308Б
2135;ЕТ79;454979;98264Р
2135;ЕТ79;454932;75970В
2135;ЕТ79;454900;20289К
2135;ЕТ79;454860;88575
2135;ЕТ79;454859;49550
2135;ЕТ79;454840;18078
2185;ЕТX;454975;73329
2185;ЕТX;454974;67119
2185;ЕТX;454973;33797Р
2185;ЕТX;454972;39708Б
2185;ЕТX;454959;14757
2185;ЕТX;454915;31394Р
2135;ЕТ79;454973;33797Р
2135;ЕТ79;454959;14757
2135;ЕТ79;454916;83533
2135;ЕТ79;454914;49288
2185;ЕТX;454919;86299
2185;ЕТX;454873;37501
2135;ЕТ79;454935;90909Б
2135;ЕТ79;454934;44927
2135;ЕТ79;454933;71952
2135;ЕТ79;454898;88541
2135;ЕТ79;454897;19344К
2135;ЕТ79;454877;91221
2135;ЕТ79;454872;11167
2185;ЕТX;454735;44964Б
2185;ЕТX;454713;93005
2185;ЕТX;454699;36219К
2185;ЕТX;454616;91513В
2185;ЕТX;454613;27428
2185;ЕТX;454567;13390
2185;ЕТX;454473;38010К
2185;ЕТX;454472;73211
2185;ЕТX;454471;3415
2185;ЕТX;454336;73382
2185;ЕТX;454260;21987Б
2135;ЕТ79;454839;29479
2135;ЕТ79;454838;83456
2135;ЕТ79;454837;70921В
2135;ЕТ79;454800;36895
2135;ЕТ79;454759;59147
2135;ЕТ79;454758;11898Б
2135;ЕТ79;454736;9157
2135;ЕТ79;454715;98117
2135;ЕТ79;454714;55376
2135;ЕТ79;454637;57164
2135;ЕТ79;454616;91513В
2135;ЕТ79;454615;2133Б
2135;ЕТ79;454569;82629Б
2135;ЕТ79;454473;38010К
2135;ЕТ79;454471;3415
2135;ЕТ79;454470;46829Р
2135;ЕТ79;454337;23402Р
2135;ЕТ79;454336;73382
2185;ЕТX;454820;53567
2185;ЕТX;454819;28426
2185;ЕТX;454799;2740
2185;ЕТX;454778;71934
2185;ЕТX;454757;23533
2185;ЕТX;454712;70519
2185;ЕТX;454711;18992Р
2185;ЕТX;454710;75564Б
2185;ЕТX;454695;80638
2185;ЕТX;454636;25510
2185;ЕТX;454612;79193Р
2185;ЕТX;454611;44872
2185;ЕТX;454609;32367К
2135;ЕТ79;454820;53567
2135;ЕТ79;454818;35816
2135;ЕТ79;454798;98027
2135;ЕТ79;454779;2614
2135;ЕТ79;454711;18992Р
2135;ЕТ79;454610;94348В
2185;ЕТX;454793;89021Р
2185;ЕТX;454780;78023Р
2185;ЕТX;454760;82396В
2185;ЕТX;454738;25800
2185;ЕТX;454737;71919Б
2185;ЕТX;454718;19047К
2185;ЕТX;454717;59692
2185;ЕТX;454680;63213
2135;ЕТ79;454794;76709Р
2135;ЕТ79;454760;82396В
2135;ЕТ79;454738;25800
2135;ЕТ79;454697;20231
2135;ЕТ79;454696;27101Р
2185;ЕТX;454730;91808
2185;ЕТX;454729;75664В
2185;ЕТX;454728;4402В
2185;ЕТX;454573;76800К
2185;ЕТX;454570;18314
2185;ЕТX;454537;98634К
2185;ЕТX;454518;87055
2185;ЕТX;454338;56023
2185;ЕТX;454139;24507Б
2185;ЕТX;454138;75113
2185;ЕТX;454137;97388
2185;ЕТX;454117;60491Р
2185;ЕТX;454097;74772Б
2135;ЕТ79;454640;18721В
2135;ЕТ79;454639;61121Р
2135;ЕТ79;454638;71736
2135;ЕТ79;454617;63727
2135;ЕТ79;454572;29074
2135;ЕТ79;454571;4721
2135;ЕТ79;454570;18314
2135;ЕТ79;454519;87752Р
2135;ЕТ79;454420;32600Р
2135;ЕТ79;454380;81707
2135;ЕТ79;454338;56023
2135;ЕТ79;454303;22659
2135;ЕТ79;454160;20585Р
2135;ЕТ79;454139;24507Б
2135;ЕТ79;454138;75113
2135;ЕТ79;454137;97388
2135;ЕТ79;454096;21470
2135;ЕТ79;454080;51606Б
2185;ЕТX;454727;6102Б
2185;ЕТX;454726;48490
2185;ЕТX;454716;51612
2185;ЕТX;454693;50098
2185;ЕТX;454608;620
2185;ЕТX;454607;65973К
2185;ЕТX;454606;48690Б
2185;ЕТX;454600;8702
2135;ЕТ79;454694;3874
2135;ЕТ79;454692;14168Р
2185;ЕТX;454719;3140
2185;ЕТX;454700;1354
2185;ЕТX;454660;2390
2185;ЕТX;454659;59368
2185;ЕТX;454658;60952
2185;ЕТX;454620;60508В
2185;ЕТX;454619;51048Б
2185;ЕТX;454618;9518
2135;ЕТ79;454700;1354
2135;ЕТ79;454691;15095Р
1757;РЛ;454618;9518
2185;ЕТX;454580;67177В
2185;ЕТX;454579;92822
2185;ЕТX;454578;42290
2185;ЕТX;454560;27379В
2185;ЕТX;454480;28525
2185;ЕТX;454479;357
2185;ЕТX;454478;70635К
2185;ЕТX;454460;95113В
2185;ЕТX;454400;36452Р
2135;ЕТ79;454560;27379В
2135;ЕТ79;454400;36452Р
1757;РЛ;454400;36452Р
2185;ЕТX;454576;49307
2185;ЕТX;454340;13335
2185;ЕТX;454220;41336
2135;ЕТ79;454577;53085К
2135;ЕТ79;454576;49307
2135;ЕТ79;454575;61439
2135;ЕТ79;454574;93411Б
2135;ЕТ79;454477;65376Б
2135;ЕТ79;454476;87326
2135;ЕТ79;454475;90271В
2135;ЕТ79;454474;33482Р
2135;ЕТ79;454340;13335
2135;ЕТ79;454239;76628Р
2135;ЕТ79;454220;41336
2135;ЕТ79;454195;21907В
2135;ЕТ79;454140;12967
2185;ЕТX;454565;95478
2185;ЕТX;454562;46338
2185;ЕТX;454276;89359
2185;ЕТX;454238;44946Б
2185;ЕТX;454095;18771
2185;ЕТX;454094;48845Р
2185;ЕТX;454004;41005В
2185;ЕТX;454002;74615
2185;ЕТX;453974;5919
2185;ЕТX;453920;57542
2135;ЕТ79;454566;2316К
2135;ЕТ79;454559;15710
2135;ЕТ79;454120;21061В
2135;ЕТ79;454118;60867Б
2135;ЕТ79;454006;54428
2135;ЕТ79;454005;49282
2135;ЕТ79;453977;96857
2135;ЕТ79;453975;29114
2135;ЕТ79;453920;57542
2185;ЕТX;454539;41201
2185;ЕТX;454240;15247В
2185;ЕТX;454180;13696
2135;ЕТ79;454540;56143В
2135;ЕТ79;454538;63132
2135;ЕТ79;454520;90091В
2135;ЕТ79;454469;48364
2135;ЕТ79;454360;99524Р
2135;ЕТ79;454339;20183
2135;ЕТ79;454180;13696
2185;ЕТX;453980;90058
2185;ЕТX;453979;89349
2185;ЕТX;453978;2084
2185;ЕТX;453680;16866Б
2185;ЕТX;453660;8767В
2185;ЕТX;453399;88835
2185;ЕТX;453278;20622К
2185;ЕТX;453277;17707
2185;ЕТX;453276;11277Б
2185;ЕТX;453138;95542
2185;ЕТX;452919;95435
2185;ЕТX;452539;34477
2185;ЕТX;452538;43406
2185;ЕТX;452477;5102
2135;ЕТ79;454114;18001В
2135;ЕТ79;454113;53269
2135;ЕТ79;454098;36863
2135;ЕТ79;454000;2270Р
2135;ЕТ79;453979;89349
2135;ЕТ79;453859;13296К
2135;ЕТ79;453857;3432К
2135;ЕТ79;453856;77121Б
2135;ЕТ79;453855;20175
2135;ЕТ79;453666;6669Б
2135;ЕТ79;453659;37610
2135;ЕТ79;453400;19331
2135;ЕТ79;453399;88835
2135;ЕТ79;453398;22572Б
2135;ЕТ79;453397;12398
2135;ЕТ79;453277;17707
2135;ЕТ79;452920;6871
2135;ЕТ79;452780;93061В
2135;ЕТ79;452779;64828В
2135;ЕТ79;452778;2106Б
2135;ЕТ79;452777;86515
2135;ЕТ79;452740;55240
2135;ЕТ79;452640;44195
2135;ЕТ79;452540;96554Р
2135;ЕТ79;452539;34477
2135;ЕТ79;452480;29089В
2135;ЕТ79;452479;21261К
2135;ЕТ79;452478;32053
1757;РЛ;452477;5102
2185;ЕТX;454100;10132
2185;ЕТX;454040;17357
2185;ЕТX;454015;53509
2185;ЕТX;454014;73348
2185;ЕТX;454013;36363К
2185;ЕТX;453973;79397
2185;ЕТX;453940;4647К
2185;ЕТX;453939;91526
2185;ЕТX;453900;1244Р
2185;ЕТX;453899;18283
2185;ЕТX;453860;42765
2135;ЕТ79;454040;17357
2135;ЕТ79;454039;76036
2135;ЕТ79;454038;59075
2135;ЕТ79;454037;52963
2135;ЕТ79;454036;34601
2135;ЕТ79;454035;32119
2135;ЕТ79;454011;57362
2135;ЕТ79;454008;12679
2135;ЕТ79;454007;13649
2185;ЕТX;453898;2902
2185;ЕТX;453897;78651Б
2185;ЕТX;453798;79933
2135;ЕТ79;453898;2902
2135;ЕТ79;453720;8741Р
2135;ЕТ79;453700;82555
2185;ЕТX;453839;38001К
2185;ЕТX;453837;45062
2185;ЕТX;453598;48718В
2185;ЕТX;453564;37939
2185;ЕТX;453539;69270
2185;ЕТX;453299;5739
2185;ЕТX;453217;80664
2185;ЕТX;453216;57342К
2185;ЕТX;452980;15669Б
2135;ЕТ79;453840;60755
2135;ЕТ79;453838;22982
2135;ЕТ79;453837;45062
2135;ЕТ79;453563;21485Р
2135;ЕТ79;453300;44526К
2135;ЕТ79;453299;5739
2135;ЕТ79;453280;29978
2135;ЕТ79;453176;60148В
2135;ЕТ79;453175;91824
2135;ЕТ79;453120;93920
2135;ЕТ79;453000;89076К
2135;ЕТ79;452999;2757К
2135;ЕТ79;452979;57515
2135;ЕТ79;452859;64951
2135;ЕТ79;452858;59647
2135;ЕТ79;452839;67352
2135;ЕТ79;452620;48084
2185;ЕТX;453818;23316
2135;ЕТ79;453820;90361В
2135;ЕТ79;453819;54393
2135;ЕТ79;453800;11816
2185;ЕТX;453799;42597Б
2185;ЕТX;453600;97309В
2185;ЕТX;453599;46224Б
2185;ЕТX;453319;85431К
2185;ЕТX;453174;71449
2185;ЕТX;453080;58686
2135;ЕТ79;453799;42597Б
2135;ЕТ79;453780;54003К
2135;ЕТ79;453760;24069К
2135;ЕТ79;453740;947Р
2135;ЕТ79;453620;55757Р
2135;ЕТ79;453619;74907Б
2135;ЕТ79;453600;97309В
2135;ЕТ79;453599;46224Б
2135;ЕТ79;453339;53323
2135;ЕТ79;453320;11069
2135;ЕТ79;453174;71449
2135;ЕТ79;453140;61660В
2135;ЕТ79;453137;68961К
2135;ЕТ79;452739;89190Б
2135;ЕТ79;452738;11816
2135;ЕТ79;452680;68368
2135;ЕТ79;452579;84391
1795;Ек7;510144;52498В
1732;Ек5+Y;510144;52498В
2185;ЕТX;453566;63512
2185;ЕТX;453565;53799
2185;ЕТX;453541;96306
2185;ЕТX;453540;67592Р
2185;ЕТX;453440;10905
2185;ЕТX;453358;22604
2135;ЕТ79;453359;14471
2185;ЕТX;453439;52318В
2185;ЕТX;453438;8707
2185;ЕТX;453420;95972
2185;ЕТX;453357;52741В
2185;ЕТX;453318;4648
2135;ЕТ79;453439;52318В
2135;ЕТ79;453357;52741В
2135;ЕТ79;453340;51286
2185;ЕТX;452423;40999
2185;ЕТX;452420;77763К
2185;ЕТX;452399;27070
2185;ЕТX;452260;37770
2185;ЕТX;452199;33795Б
2185;ЕТX;452059;34192В
2135;ЕТ79;452860;41339Р
2135;ЕТ79;452840;20252Р
2135;ЕТ79;452820;75081К
2135;ЕТ79;452800;55376
2135;ЕТ79;452400;55628
2135;ЕТ79;452200;63400
2135;ЕТ79;452180;40332К
2135;ЕТ79;452140;14537Р
2185;ЕТX;452760;4331Р
2185;ЕТX;452759;49735В
2185;ЕТX;452758;76601Р
2135;ЕТ79;452819;76742
2135;ЕТ79;452760;4331Р
2135;ЕТ79;452758;76601Р
2185;ЕТX;452558;55476Б
2185;ЕТX;452556;31627В
2185;ЕТX;452555;67303В
2135;ЕТ79;452559;1197Б
2135;ЕТ79;452557;98064Б
2185;ЕТX;452520;11954Р
2185;ЕТX;452519;69028
2185;ЕТX;452500;68106К
2185;ЕТX;452380;42461
2185;ЕТX;452340;8895К
2185;ЕТX;452339;32947
2185;ЕТX;452337;16582
2185;ЕТX;452160;88495
2185;ЕТX;452158;35100Б
2135;ЕТ79;452159;61322
2135;ЕТ79;452080;72281Р
2135;ЕТ79;451977;56026В
2185;ЕТX;452460;43217
2185;ЕТX;452457;68085Б
2185;ЕТX;452398;49453
2185;ЕТX;452320;77035
2185;ЕТX;452259;95461
2185;ЕТX;452040;59774
2135;ЕТ79;452459;33918
2135;ЕТ79;452458;99535
2135;ЕТ79;452398;49453
2135;ЕТ79;452397;36555
2135;ЕТ79;452360;43236Б
2135;ЕТ79;452320;77035
2135;ЕТ79;452259;95461
2135;ЕТ79;452258;3985
2135;ЕТ79;452220;96917
2135;ЕТ79;452219;91103
2135;ЕТ79;452100;38363
2185;ЕТX;452280;23950В
2185;ЕТX;452240;5678
2185;ЕТX;452238;58442
2135;ЕТ79;452279;98769К
2135;ЕТ79;452239;55609
2185;ЕТX;507083;67000
2185;ЕТX;507071;2823
2185;ЕТX;507037;94160Р
2185;ЕТX;506973;95365В
2185;ЕТX;506965;61363В
2185;ЕТX;506963;35486
2185;ЕТX;506923;50972
2135;ЕТ79;507037;94160Р
2135;ЕТ79;507035;45055В
1795;Ек7;506093;49984
1795;Ек7;506067;69869Р
1795;Ек7;505849;48172
1795;Ек7;505799;66562
1795;Ек7;505569;13474В
1795;Ек7;505517;67108
1732;Ек5+Y;506067;69869Р
1732;Ек5+Y;505799;66562
1732;Ек5+Y;505517;67108
2185;ЕТX;505253;55651
2135;ЕТ79;505265;87558
2135;ЕТ79;505253;55651
2135;ЕТ79;505213;27859
2135;ЕТ79;505211;34719
2135;ЕТ79;505167;40535
2135;ЕТ79;505077;17327Р
2185;ЕТX;504987;72546
2185;ЕТX;504983;86944
2185;ЕТX;504961;98220К
2185;ЕТX;504867;68327
2185;ЕТX;504843;50622
2185;ЕТX;504713;40367Р
2185;ЕТX;504711;78522
2185;ЕТX;504689;11037К
2135;ЕТ79;504867;68327
2135;ЕТ79;504849;71325Б
2135;ЕТ79;504843;50622
2135;ЕТ79;504711;78522
2135;ЕТ79;504689;11037К
2133;ЯТ9;504825;54240
2133;ЯТ9;504795;37249
2185;ЕТX;504491;6443
2185;ЕТX;504489;84801К
2135;ЕТ79;504513;24104Р
2135;ЕТ79;504491;6443
2135;ЕТ79;504489;84801К
2185;ЕТX;502965;87333
2185;ЕТX;502875;68622
2135;ЕТ79;502971;40972
2135;ЕТ79;502965;87333
2135;ЕТ79;502875;68622
2135;ЕТ79;502873;52391Р
2135;ЕТ79;502815;48327
2135;ЕТ79;502733;50932В
2135;ЕТ79;502551;22185Б
2135;ЕТ79;502549;84655В
2135;ЕТ79;502345;30466В
2135;ЕТ79;502339;36198Б
2135;ЕТ79;501907;41967Б
2135;ЕТ79;501847;71285
2135;ЕТ79;501835;42217
2135;ЕТ79;501833;62736
2185;ЕТX;498613;86634Б
2185;ЕТX;498611;55317К
2135;ЕТ79;498557;8599
2135;ЕТ79;498533;94973
2135;ЕТ79;498531;35697К
1757;РЛ;482490;84314Р
165;ЕТ77/97-94;483133;6454В
165;ЕТ77/97-94;482973;49743Б
165;ЕТ77/97-94;482939;29818В
165;ЕТ77/97-94;482938;69464Р
165;ЕТ77/97-94;482879;33827
165;ЕТ77/97-94;482857;87003Б
165;ЕТ77/97-94;482856;33910
165;ЕТ77/97-94;482855;48533
165;ЕТ77/97-94;482780;1538
165;ЕТ77/97-94;482719;59769Б
165;ЕТ77/97-94;482680;48736В
165;ЕТ77/97-94;482534;54363К
165;ЕТ77/97-94;482520;12394В
165;ЕТ77/97-94;482493;4795
165;ЕТ77/97-94;482492;52501
165;ЕТ77/97-94;482491;57167
165;ЕТ77/97-94;482490;84314Р
165;ЕТ77/97-94;482439;53989
165;ЕТ77/97-94;482438;76708В
165;ЕТ77/97-94;482436;42369
165;ЕТ77/97-94;482277;81807
165;ЕТ77/97-94;482239;90720Б
165;ЕТ77/97-94;482238;77902
165;ЕТ77/97-94;482178;59398
1757;РЛ;482999;96130В
1757;РЛ;482998;2835Б
1757;РЛ;482997;5510Р
1757;РЛ;482996;92968
1757;РЛ;482995;65798
1879;ЕТ79/7;481818;27011Р
1879;ЕТ79/7;481815;73552
1879;ЕТ79/7;481813;57227
1879;ЕТ79/7;481799;45541В
165;ЕТ77/97-94;482319;51467
165;ЕТ77/97-94;482318;72171Б
165;ЕТ77/97-94;482278;7300В
165;ЕТ77/97-94;482113;32633
165;ЕТ77/97-94;482112;23490Б
165;ЕТ77/97-94;481958;30515
165;ЕТ77/97-94;481920;46043
165;ЕТ77/97-94;481840;41699Р
165;ЕТ77/97-94;481798;35588Р
165;ЕТ77/97-94;482111;19686К
165;ЕТ77/97-94;481980;41892
165;ЕТ77/97-94;481979;54718
165;ЕТ77/97-94;481959;7196
165;ЕТ77/97-94;481880;10683Б
165;ЕТ77/97-94;481860;81419
165;ЕТ77/97-94;481795;38922
165;ЕТ77/97-94;481780;18172В
165;ЕТ77/97-94;481760;87093Б
165;ЕТ77/97-94;481659;88542Б
165;ЕТ77/97-94;481180;37556
165;ЕТ77/97-94;481179;95979К
165;ЕТ77/97-94;481178;33095Р
165;ЕТ77/97-94;481100;54769
165;ЕТ77/97-94;481098;19390
165;ЕТ77/97-94;481097;46389К
165;ЕТ77/97-94;481096;94095Б
165;ЕТ77/97-94;481040;5838
165;ЕТ77/97-94;481000;56755В
165;ЕТ77/97-94;480900;62933
165;ЕТ77/97-94;480780;2602В
165;ЕТ77/97-94;480779;65199К
165;ЕТ77/97-94;480760;13291
1757;РЛ;481053;40432
1757;РЛ;481052;80058К
1757;РЛ;480992;21684К
1757;РЛ;480991;6365Р
1757;РЛ;480990;3182
1757;РЛ;480989;99318К
1757;РЛ;508457;36945Б
1757;РЛ;480380;1421
165;ЕТ77/97-94;508875;61649
165;ЕТ77/97-94;508653;5383В
165;ЕТ77/97-94;508639;3425
165;ЕТ77/97-94;508633;19843
165;ЕТ77/97-94;508621;39034В
165;ЕТ77/97-94;508563;48174
165;ЕТ77/97-94;508557;90980
165;ЕТ77/97-94;508487;85869Б
165;ЕТ77/97-94;508455;72275
165;ЕТ77/97-94;508453;49178Р
165;ЕТ77/97-94;508451;62193К
165;ЕТ77/97-94;508375;54637
165;ЕТ77/97-94;508371;86956
165;ЕТ77/97-94;480839;55165
165;ЕТ77/97-94;480820;74753
165;ЕТ77/97-94;480753;38475Б
165;ЕТ77/97-94;480640;56017В
165;ЕТ77/97-94;480600;13288
165;ЕТ77/97-94;480539;10585В
165;ЕТ77/97-94;508651;22236
165;ЕТ77/97-94;508635;84815
165;ЕТ77/97-94;508623;40075
165;ЕТ77/97-94;508525;14177Р
165;ЕТ77/97-94;508523;65088Б
165;ЕТ77/97-94;508411;53709
165;ЕТ77/97-94;508401;72278
165;ЕТ77/97-94;508391;91377Б
165;ЕТ77/97-94;508373;66983
165;ЕТ77/97-94;508329;47727Б
165;ЕТ77/97-94;508327;26047В
165;ЕТ77/97-94;508287;62931К
165;ЕТ77/97-94;508269;74967
165;ЕТ77/97-94;508231;98865Б
165;ЕТ77/97-94;480599;72640В
165;ЕТ77/97-94;480597;57318
165;ЕТ77/97-94;480520;25877Р
165;ЕТ77/97-94;480516;5870Р
165;ЕТ77/97-94;480506;49752Б
165;ЕТ77/97-94;480356;15260
165;ЕТ77/97-94;508631;98323
165;ЕТ77/97-94;480517;71432
165;ЕТ77/97-94;480507;57437
165;ЕТ77/97-94;508587;5215
165;ЕТ77/97-94;508565;50016К
165;ЕТ77/97-94;508559;30688
165;ЕТ77/97-94;508503;30051Б
165;ЕТ77/97-94;508493;73248
165;ЕТ77/97-94;508461;62495
165;ЕТ77/97-94;508459;68009
165;ЕТ77/97-94;508439;59925К
165;ЕТ77/97-94;508437;4191
165;ЕТ77/97-94;508381;31627В
165;ЕТ77/97-94;508379;27553
165;ЕТ77/97-94;508377;22990
165;ЕТ77/97-94;508363;48818Р
165;ЕТ77/97-94;508303;42939Б
165;ЕТ77/97-94;508301;68366Р
165;ЕТ77/97-94;508299;82988
165;ЕТ77/97-94;508229;31803
165;ЕТ77/97-94;508225;56612Р
165;ЕТ77/97-94;480420;62513
165;ЕТ77/97-94;480360;10230
165;ЕТ77/97-94;508383;28450В
165;ЕТ77/97-94;508367;55073Р
165;ЕТ77/97-94;508365;55668К
165;ЕТ77/97-94;508335;37860
165;ЕТ77/97-94;508307;89785В
165;ЕТ77/97-94;508305;88148Р
165;ЕТ77/97-94;508219;27201К
165;ЕТ77/97-94;508191;77840
165;ЕТ77/97-94;508189;60740
165;ЕТ77/97-94;508187;55413Б
165;ЕТ77/97-94;508163;29390
165;ЕТ77/97-94;508135;17549
165;ЕТ77/97-94;508069;43601
165;ЕТ77/97-94;508031;83030
165;ЕТ77/97-94;507987;58641
165;ЕТ77/97-94;507985;2864Р
165;ЕТ77/97-94;507945;48742
165;ЕТ77/97-94;507927;82559Р
165;ЕТ77/97-94;507895;66467Р
165;ЕТ77/97-94;507893;9415В
165;ЕТ77/97-94;508079;13940
165;ЕТ77/97-94;508029;67495
165;ЕТ77/97-94;508027;81379В
165;ЕТ77/97-94;508015;35725
165;ЕТ77/97-94;508013;43510
165;ЕТ77/97-94;507963;46151
165;ЕТ77/97-94;507957;34946
165;ЕТ77/97-94;507877;80430
165;ЕТ77/97-94;507873;91732
165;ЕТ77/97-94;507871;89287
165;ЕТ77/97-94;507839;82945В
165;ЕТ77/97-94;507815;81586В
165;ЕТ77/97-94;507783;41965
165;ЕТ77/97-94;507747;52000
165;ЕТ77/97-94;507745;45212
165;ЕТ77/97-94;507743;70620
165;ЕТ77/97-94;507671;3018К
165;ЕТ77/97-94;507623;67769
165;ЕТ77/97-94;507543;93896
165;ЕТ77/97-94;507541;39354
165;ЕТ77/97-94;507539;81193
165;ЕТ77/97-94;507461;79795В
1757;РЛ;507797;45622В
1757;РЛ;507761;32096Р
165;ЕТ77/97-94;508075;56038
165;ЕТ77/97-94;508033;30383
165;ЕТ77/97-94;507991;26808
165;ЕТ77/97-94;507989;3428
165;ЕТ77/97-94;507967;82553
165;ЕТ77/97-94;507965;18224
165;ЕТ77/97-94;507959;29132
165;ЕТ77/97-94;507937;5029
165;ЕТ77/97-94;507929;7199
165;ЕТ77/97-94;507897;76112
165;ЕТ77/97-94;507879;85137
165;ЕТ77/97-94;507777;86883
165;ЕТ77/97-94;507759;89086
165;ЕТ77/97-94;507651;7055
165;ЕТ77/97-94;507641;82407К
165;ЕТ77/97-94;507587;93595
165;ЕТ77/97-94;507583;54631В
165;ЕТ77/97-94;507567;17907
165;ЕТ77/97-94;507563;29889Б
165;ЕТ77/97-94;507535;23014В
165;ЕТ77/97-94;507525;88017
165;ЕТ77/97-94;507503;99096
165;ЕТ77/97-94;507437;42105К
165;ЕТ77/97-94;507371;67029
165;ЕТ77/97-94;507755;99798
165;ЕТ77/97-94;507559;44024
165;ЕТ77/97-94;500263;69635Р
165;ЕТ77/97-94;494615;98174Р
165;ЕТ77/97-94;493347;3281
165;ЕТ77/97-94;485137;87242
165;ЕТ77/97-94;451480;68963
1778;ЯТ5/7;507063;63079
1778;ЯТ5/7;496473;525К
1778;ЯТ5/7;451496;44090
1778;ЯТ5/7;451452;28734
1778;ЯТ5/7;451428;50470
1778;ЯТ5/7;451416;25756
1777;ЯТ5/5;451416;25756
165;ЕТ77/97-94;507627;33699К
165;ЕТ77/97-94;507607;2443
165;ЕТ77/97-94;507565;52827
165;ЕТ77/97-94;507533;29868
165;ЕТ77/97-94;507501;77310Б
165;ЕТ77/97-94;507489;68101
165;ЕТ77/97-94;507477;99726
165;ЕТ77/97-94;507455;81717
165;ЕТ77/97-94;507425;81747Б
165;ЕТ77/97-94;507423;63189Б
165;ЕТ77/97-94;507407;6756
165;ЕТ77/97-94;507403;55068
165;ЕТ77/97-94;507363;81571
165;ЕТ77/97-94;507331;40061Р
165;ЕТ77/97-94;507491;56018Р
165;ЕТ77/97-94;507479;43311К
165;ЕТ77/97-94;507471;9428
165;ЕТ77/97-94;507451;68921
165;ЕТ77/97-94;507405;94069В
165;ЕТ77/97-94;507401;82943
165;ЕТ77/97-94;507391;13408
165;ЕТ77/97-94;507389;54774Б
165;ЕТ77/97-94;507375;55890Б
165;ЕТ77/97-94;507373;94972
165;ЕТ77/97-94;507365;89448
165;ЕТ77/97-94;507339;44005
165;ЕТ77/97-94;507261;59904Б
165;ЕТ77/97-94;507245;51516Б
165;ЕТ77/97-94;507239;34798
165;ЕТ77/97-94;507237;24104Р
165;ЕТ77/97-94;507215;16221К
165;ЕТ77/97-94;507213;83911
165;ЕТ77/97-94;507193;35798
165;ЕТ77/97-94;507191;48735Б
165;ЕТ77/97-94;507145;81659Р
165;ЕТ77/97-94;507119;85162
165;ЕТ77/97-94;507109;75185
165;ЕТ77/97-94;507103;13258В
1757;РЛ;507289;59901
165;ЕТ77/97-94;507459;77691К
165;ЕТ77/97-94;507457;2524
165;ЕТ77/97-94;507345;76233К
165;ЕТ77/97-94;507343;88845
165;ЕТ77/97-94;507329;2947
165;ЕТ77/97-94;507311;35868К
165;ЕТ77/97-94;507289;59901
165;ЕТ77/97-94;507283;31512К
